epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,1521.51,1.32306,1.04598,1.30512,0.81092,0.77612,0.83902,0.42574,1.68249,0.93518,1.52872,0.000812,0.000812,0.000812
62,1546.22,1.28784,1.06885,1.31326,0.76951,0.79104,0.83035,0.42793,1.67023,0.97843,1.51057,0.0007922,0.0007922,0.0007922
63,1570.72,1.34466,1.05049,1.33529,0.87855,0.73134,0.82389,0.4382,1.70547,0.95964,1.59967,0.0007724,0.0007724,0.0007724
64,1595.51,1.30448,1.02278,1.31647,0.7611,0.79104,0.82616,0.42977,1.64782,0.89215,1.51999,0.0007526,0.0007526,0.0007526
65,1620.26,1.34175,1.00282,1.32726,0.84485,0.73149,0.81745,0.43139,1.69263,0.94456,1.52915,0.0007328,0.0007328,0.0007328
66,1644.84,1.31526,1.02551,1.30363,0.85707,0.68657,0.82089,0.42858,1.63355,0.96356,1.52718,0.000713,0.000713,0.000713
67,1669.59,1.26841,0.98141,1.30725,0.78446,0.76049,0.80452,0.43703,1.67337,0.95775,1.51081,0.0006932,0.0006932,0.0006932
68,1694.37,1.29395,1.01784,1.30379,0.77564,0.77612,0.82793,0.44147,1.63985,0.87608,1.52305,0.0006734,0.0006734,0.0006734
69,1719.34,1.27535,0.96973,1.29591,0.83177,0.81177,0.84604,0.4262,1.67549,0.87744,1.52945,0.0006536,0.0006536,0.0006536
70,1743.83,1.28496,1.01478,1.29699,0.77172,0.73134,0.80183,0.42425,1.7149,0.93834,1.58725,0.0006338,0.0006338,0.0006338
71,1768.62,1.29255,1.02197,1.30762,0.80478,0.73841,0.80918,0.40221,1.7398,1.00198,1.59566,0.000614,0.000614,0.000614
72,1793.2,1.26959,0.98148,1.29414,0.72092,0.83582,0.81887,0.44243,1.68824,0.97745,1.577,0.0005942,0.0005942,0.0005942
73,1818.33,1.25288,0.94483,1.27844,0.73944,0.72012,0.75172,0.39121,1.78835,1.02065,1.66146,0.0005744,0.0005744,0.0005744
74,1842.93,1.22692,0.95745,1.26457,0.76312,0.73134,0.79702,0.41504,1.69823,1.02208,1.57615,0.0005546,0.0005546,0.0005546
75,1867.7,1.30181,1.00498,1.33005,0.83774,0.80597,0.85341,0.44617,1.66373,0.93173,1.5442,0.0005348,0.0005348,0.0005348
76,1892.38,1.27248,1.01868,1.27715,0.83947,0.85075,0.86176,0.44065,1.63726,0.88859,1.50041,0.000515,0.000515,0.000515
77,1917.24,1.24228,0.94408,1.26876,0.84276,0.71642,0.80604,0.41535,1.72571,1.00821,1.5796,0.0004952,0.0004952,0.0004952
78,1942.1,1.21007,0.94886,1.26011,0.86656,0.79104,0.8429,0.41758,1.74761,0.90891,1.62622,0.0004754,0.0004754,0.0004754
79,1966.56,1.22643,0.94419,1.27194,0.86496,0.79104,0.83699,0.42393,1.65802,0.8905,1.56084,0.0004556,0.0004556,0.0004556
80,1991.36,1.2153,0.93556,1.25936,0.78868,0.85075,0.85354,0.44166,1.66963,0.85097,1.52479,0.0004358,0.0004358,0.0004358
81,2015.93,1.19389,0.92425,1.26027,0.79627,0.77612,0.82232,0.44123,1.62545,0.92287,1.54383,0.000416,0.000416,0.000416
82,2040.92,1.15912,0.91361,1.23708,0.85788,0.80597,0.86682,0.45856,1.65859,0.8525,1.53739,0.0003962,0.0003962,0.0003962
83,2066.21,1.19044,0.8748,1.22685,0.8318,0.81197,0.82608,0.4312,1.72732,0.84083,1.58678,0.0003764,0.0003764,0.0003764
84,2090.9,1.14704,0.91032,1.21031,0.84808,0.8332,0.85526,0.447,1.67563,0.85129,1.61442,0.0003566,0.0003566,0.0003566
